subject_id,study,cohort,race,gender,firstgen,total_sleep_time,frac_nights_with_data,cum_gpa,term_gpa,term_units,Zterm_units_ZofZ
443,3,uw2,0,0,1,383.7142857,1,2.961363636,3.45,13,-1.000208817
467,3,uw2,0,0,1,438.6428571,1,3.728181818,3.5,16,0.561915066
472,3,uw2,0,0,1,404.3928571,1,2.99625,1.8,12,-1.520916778
481,3,uw2,1,0,1,425.7857143,1,3.735,3.4,13,-1.000208817
488,3,uw2,0,0,1,357.3333333,0.321428571,3.149333333,2.5,17,1.082623027
496,3,uw2,0,0,1,507.1,0.714285714,3.7075,3.1,15,0.041207105
500,3,uw2,0,0,1,447.56,0.892857143,3.4136,3.47,15,0.041207105
521,3,uw2,1,0,1,386.2,0.714285714,3.456,3.15,13,-1.000208817
535,3,uw2,1,0,1,384.6,0.892857143,3.075,2.46,15,0.041207105
543,3,uw2,1,0,1,417.1785714,1,2.617058824,3.35,17,1.082623027
560,3,uw2,0,0,1,509.2857143,1,3.155769231,3.47,16,0.561915066
17020,4,nh,0,0,1,429.6071429,0.933333333,3.166666667,3.5, , 
51723,4,nh,1,0,1,273.9166667,0.8,2.8002,3.4668, , 
72885,4,nh,1,0,1,356.8333333,1,3.3334,3.2666, , 
92566,4,nh,1,0,1,327.5185185,0.9,3.6666,3.809571429, , 
94455,4,nh,1,0,1,275.8461538,0.866666667,3.055666667,3.333333333, , 
306,1,lac2,1,0,0,339.9545455,0.75862069,3.4,3.5,45,-0.842877075
308,1,lac2,0,0,0,414.3333333,0.931034483,2.53,2.4,48,-0.127051324
314,1,lac2,1,0,0,381.2142857,0.965517241,2.79,3.37,49,0.11155726
360,1,lac2,1,0,0,350.6956522,0.793103448,3.29,3.39,49,0.11155726
361,1,lac2,1,0,0,357.7272727,0.75862069,3.59,3.38,49,0.11155726
380,1,lac2,1,0,0,376.5862069,1,3.48,3.46,47,-0.365659907
383,1,lac2,1,0,0,411.8333333,0.827586207,3.77,3.57,47,-0.365659907
386,1,lac2,1,0,0,422.137931,1,3.22,3.58,53,1.065991594
394,1,lac2,1,0,0,425.3448276,1,3.74,3.81,52,0.827383011
396,1,lac2,1,0,0,362.0952381,0.724137931,3.8,3.61,56,1.781817345
419,1,lac2,1,0,0,340,0.931034483,3.56,3.59,46,-0.604268491
432,1,lac2,1,0,0,263.5294118,0.586206897,3.21,3.05,45,-0.842877075
453,1,lac2,1,0,0,283.3333333,0.517241379,3.6,2.18,47,-0.365659907
479,1,lac2,1,0,0,408.3214286,0.965517241,2.86,3.78,46,-0.604268491
506,1,lac2,1,0,0,411.7241379,1,4,4,60,2.73625168
541,1,lac2,1,0,0,393.2857143,0.965517241,4,4,49,0.11155726
551,1,lac2,1,0,0,431.3448276,1,4,3.42,55,1.543208762
563,1,lac2,1,0,0,427.7857143,0.965517241,4,4,40,-2.035919993
577,1,lac2,1,0,0,393.72,0.862068966,3.78,3.81,46,-0.604268491
581,1,lac2,1,0,0,397.962963,0.931034483,3.56,4,45,-0.842877075
586,1,lac2,1,0,0,427.1052632,0.655172414,3.8,4,49,0.11155726
609,1,lac2,1,0,0,421.4736842,0.655172414,3.77,3.79,47,-0.365659907
613,1,lac2,1,0,0,388.4090909,0.75862069,4,4,54,1.304600178
631,1,lac2,1,0,0,428.5,0.965517241,2.36,2.79,47,-0.365659907
662,1,lac2,0,0,0,457.3703704,0.931034483,1.7,2.47,43,-1.320094242
665,1,lac2,1,0,0,405.3846154,0.896551724,3.52,3.57,51,0.588774427
670,1,lac2,1,0,0,413.1071429,0.965517241,3,3.53,45,-0.842877075
1,2,uw1,1,0,0,445.24,0.892857143,3.196295815,3.9,5,-3.982520982
10,2,uw1,1,0,0,361.8095238,0.75,3.9230765,4,15,0.373361342
12,2,uw1,1,0,0,370.5,0.857142857,3.555172069,3.56923,13,-0.497815123
13,2,uw1,1,0,0,404.8,0.892857143,3.592856464,3.533333,15,0.373361342
28,2,uw1,1,0,0,439.2142857,1,3.744827034,3.838461,13,-0.497815123
38,2,uw1,1,0,0,433.25,0.714285714,3.883333,3.9,10,-1.80457982
39,2,uw1,1,0,0,371.1071429,1,3.466666182,3.608333,12,-0.933403355
45,2,uw1,1,0,0,348.962963,0.964285714,3.96,3.766666,15,0.373361342
47,2,uw1,1,0,0,337.3928571,1,3.8666665,3.566666,15,0.373361342
49,2,uw1,1,0,0,400.25,0.285714286,3.396551241,3.563636,11,-1.368991587
54,2,uw1,1,0,0,399.5238095,0.75,3.082757931,2.477777,18,1.680126039
57,2,uw1,1,0,0,438.75,0.857142857,3.2,3.038461,13,-0.497815123
76,2,uw1,1,0,0,434.3333333,0.964285714,3.686206552,3.335714,14,-0.06222689
88,2,uw1,1,0,0,436.3846154,0.928571429,3.54074037,3.233333,15,0.373361342
95,2,uw1,1,0,0,496.8461538,0.928571429,3.9041665,3.9,10,-1.80457982
97,2,uw1,0,0,0,389.7407407,0.964285714,3.693102931,3.533333,15,0.373361342
99,2,uw1,1,0,0,400.0384615,0.928571429,3.590624313,3.366666,15,0.373361342
120,2,uw1,1,0,0,408,1,2.611110667,3.464285,14,-0.06222689
138,2,uw1,1,0,0,386.0769231,0.464285714,3.7730765,3.866666,15,0.373361342
140,2,uw1,1,0,0,441.9285714,1,3.803333,3.944444,18,1.680126039
143,2,uw1,1,0,0,449.2,0.714285714,3.986842105,3.916666,18,1.680126039
145,2,uw1,1,0,0,423.6923077,0.928571429,3.239130435,3.633333,15,0.373361342
156,2,uw1,1,0,0,346.7142857,1,3.609374969,3.441176,17,1.244537807
159,2,uw1,0,0,0,287.8571429,0.5,3.421428286,2.91875,16,0.808949574
160,2,uw1,1,0,0,455.6,0.535714286,3.709090818,3.442857,14,-0.06222689
178,2,uw1,1,0,0,329.4117647,0.607142857,3.269999433,2.894444,18,1.680126039
181,2,uw1,1,0,0,368.6666667,0.75,2.8999996,3.266666,15,0.373361342
183,2,uw1,1,0,0,353.6538462,0.928571429,3.880645161,4,15,0.373361342
184,2,uw1,1,0,0,388.7857143,1,3.8799996,3.666666,15,0.373361342
194,2,uw1,1,0,0,485.8571429,0.25,3.5299995,3.733333,15,0.373361342
197,2,uw1,0,0,0,404,0.535714286,2.983333,2.933333,15,0.373361342
202,2,uw1,1,0,0,393.5,0.357142857,3.886206586,3.866666,15,0.373361342
205,2,uw1,1,0,0,475.2962963,0.964285714,3.7999995,3.766666,15,0.373361342
313,3,uw2,1,0,0,383.9642857,1,2.92,3.52,15,0.041207105
320,3,uw2,1,0,0,420.2962963,0.964285714,3.335,3.63,15,0.041207105
347,3,uw2,1,0,0,418.5357143,1,3.816896552,3.67,15,0.041207105
353,3,uw2,1,0,0,401.88,0.892857143,2.827857143,3,9,-3.08304066
370,3,uw2,1,0,0,366.3846154,0.928571429,3.315,3.9,16,0.561915066
372,3,uw2,1,0,0,466.6363636,0.785714286,3.428333333,3.28,13,-1.000208817
374,3,uw2,1,0,0,533.2142857,1,3.938,3.8,15,0.041207105
376,3,uw2,1,0,0,363.2857143,1,3.267272727,3.84,15,0.041207105
385,3,uw2,1,0,0,497.8888889,0.964285714,3.33,3.59,14,-0.479500856
388,3,uw2,1,0,0,402.3214286,1,3.75862069,3.43,15,0.041207105
390,3,uw2,1,0,0,433.28,0.892857143,2.498235294,3.83,13,-1.000208817
391,3,uw2,1,0,0,401.037037,0.964285714,3.788181818,3.91,16,0.561915066
392,3,uw2,1,0,0,359.3928571,1,3.720645161,3.77,18,1.603330987
403,3,uw2,1,0,0,508.8846154,0.928571429,3.546363636,3.46,17,1.082623027
404,3,uw2,1,0,0,336.3703704,0.964285714,2.538947368,1.96,12,-1.520916778
411,3,uw2,0,0,0,336.3928571,1,3.03,2,16,0.561915066
427,3,uw2,1,0,0,194.7826087,0.821428571,2.947272727,1.07,15,0.041207105
432,3,uw2,1,0,0,371.5714286,0.5,3.2525,3.93,15,0.041207105
442,3,uw2,1,0,0,387.4642857,1,3.673448276,4,15,0.041207105
445,3,uw2,1,0,0,397.25,1,3.348181818,3.71,17,1.082623027
456,3,uw2,1,0,0,466.9642857,1,3.925454545,4,16,0.561915066
474,3,uw2,0,0,0,350.8148148,0.964285714,3.092333333,2.26,8,-3.603748621
489,3,uw2,1,0,0,466.2592593,0.964285714,3.46,3.37,13,-1.000208817
491,3,uw2,0,0,0,337.5,0.571428571,3.40875,3.11,17,1.082623027
502,3,uw2,0,0,0,463.1,0.714285714,3.3,2.87,15,0.041207105
505,3,uw2,1,0,0,461.0714286,1,4,4,14,-0.479500856
512,3,uw2,1,0,0,436.25,0.714285714,3.295882353,3.33,18,1.603330987
516,3,uw2,1,0,0,451.0714286,1,3.625714286,3.54,17,1.082623027
524,3,uw2,1,0,0,391.8928571,1,3.875555556,3.87,14,-0.479500856
525,3,uw2,1,0,0,335.2592593,0.964285714,1.587692308,0.35,10,-2.5623327
542,3,uw2,0,0,0,426.5,1,3.165,3.33,16,0.561915066
544,3,uw2,1,0,0,452.56,0.892857143,3.223703704,3.5,15,0.041207105
546,3,uw2,1,0,0,414.6153846,0.928571429,3.670689655,3.62,15,0.041207105
549,3,uw2,0,0,0,403.4444444,0.964285714,3.324347826,3.46,14,-0.479500856
550,3,uw2,1,0,0,399.1071429,1,3.553214286,3.54,13,-1.000208817
552,3,uw2,1,0,0,429.2307692,0.928571429,3.713928571,3.19,13,-1.000208817
561,3,uw2,1,0,0,445.2692308,0.928571429,3.5353125,2.97,15,0.041207105
569,3,uw2,1,0,0,388,0.357142857,3.1625,3.71,19,2.124038948
11002,4,nh,1,0,0,371.5517241,0.966666667,3.904857143,3.952428571, , 
13486,4,nh,1,0,0,401.9666667,1,3.277666667,3.611166667, , 
14571,4,nh,0,0,0,440.2142857,0.933333333,3.333428571,3.3335, , 
14737,4,nh,1,0,0,306,0.866666667,3.666833333,3.777833333, , 
17932,4,nh,1,0,0,415.36,0.833333333,3.833333333,3.833333333, , 
19245,4,nh,1,0,0,279.1724138,0.966666667,3.777666667,3.9445, , 
19735,4,nh,0,0,0,381.8333333,1,3.5555,3.7334, , 
21887,4,nh,1,0,0,460.6896552,0.966666667,3.611166667,3.9445, , 
21932,4,nh,1,0,0,357.4333333,1,3.9445,4, , 
22138,4,nh,1,0,0,427.8,1,3.666714286,3.91675, , 
22408,4,nh,1,0,0,383.9230769,0.866666667,3.777833333,3.888833333, , 
22688,4,nh,1,0,0,393.4666667,1,3.888833333,3.9445, , 
22842,4,nh,1,0,0,405.3,1,3.3334,2.833333333, , 
24883,4,nh,1,0,0,399.6896552,0.966666667,4,3.889, , 
25197,4,nh,1,0,0,377.9666667,1,3.9445,3.888833333, , 
25548,4,nh,1,0,0,426.0344828,0.966666667,3.9445,3.889, , 
28653,4,nh,1,0,0,413.6206897,0.966666667,3.888833333,3.722333333, , 
29257,4,nh,0,0,0,369.9310345,0.966666667,3.619142857,3.809571429, , 
29885,4,nh,1,0,0,393.4137931,0.966666667,3.111166667,3.500166667, , 
33785,4,nh,1,0,0,412.9310345,0.966666667,3.555666667,3.4445, , 
35416,4,nh,1,0,0,371.1923077,0.866666667,3.722333333,3.166666667, , 
35824,4,nh,1,0,0,395.9310345,0.966666667,3.388833333,3.5, , 
36038,4,nh,0,0,0,368.9615385,0.866666667,3.4445,3.666714286, , 
36117,4,nh,1,0,0,413.6551724,0.966666667,3.571428571,3.777833333, , 
36501,4,nh,1,0,0,438.88,0.833333333,3.555666667,3.611333333, , 
36574,4,nh,1,0,0,483.3333333,0.8,3.714285714,3.8668, , 
38815,4,nh,1,0,0,333.0740741,0.9,3.778,3.611166667, , 
44873,4,nh,0,0,0,364.2758621,0.966666667,3.333333333,3.778, , 
46365,4,nh,1,0,0,398.4074074,0.9,4,4, , 
46418,4,nh,1,0,0,375.7368421,0.633333333,3.666571429,3.875, , 
49539,4,nh,1,0,0,390.75,0.8,3.1665,3.611, , 
50766,4,nh,1,0,0,415.0769231,0.866666667,3.833333333,4, , 
52302,4,nh,0,0,0,430.0333333,1,3.7334,3.611333333, , 
59097,4,nh,0,0,0,445.4333333,1,3.722166667,3.7334, , 
59207,4,nh,1,0,0,481.3571429,0.933333333,3.389,3.555666667, , 
62246,4,nh,1,0,0,437.2,1,3.777833333,3.8335, , 
63347,4,nh,1,0,0,408.3793103,0.966666667,3.952428571,3.904857143, , 
64296,4,nh,1,0,0,347.9,1,3.5,3.444333333, , 
65656,4,nh,1,0,0,311.6071429,0.933333333,3.523857143,3.238142857, , 
66815,4,nh,1,0,0,408.1724138,0.966666667,3.9445,3.833333333, , 
67106,4,nh,0,0,0,398.1,1,3.888833333,4, , 
67574,4,nh,1,0,0,358.9473684,0.633333333,3.666666667,3.4445, , 
67709,4,nh,0,0,0,405.2083333,0.8,3.5334,3.625, , 
67918,4,nh,1,0,0,465.7,1,3.889,3.888833333, , 
69057,4,nh,1,0,0,316.7666667,1,3.222166667,3.000166667, , 
70492,4,nh,1,0,0,299.0740741,0.9,3.4445,3.555666667, , 
71985,4,nh,1,0,0,376.9259259,0.9,3.666666667,3.555666667, , 
73158,4,nh,0,0,0,415.0333333,1,3.952428571,3.904857143, , 
74899,4,nh,1,0,0,334.5294118,0.566666667,3.571428571,3.500166667, , 
77711,4,nh,1,0,0,427.3666667,1,3.9445,3.888833333, , 
79607,4,nh,1,0,0,340.1111111,0.9,3.833375,3.904714286, , 
80177,4,nh,1,0,0,357.8571429,0.7,3.777833333,3.889, , 
81807,4,nh,1,0,0,366.7,1,3.833333333,3.666833333, , 
85503,4,nh,1,0,0,349.3076923,0.866666667,3.611166667,3.222333333, , 
86440,4,nh,1,0,0,368.04,0.833333333,3.777833333,3.8002, , 
87328,4,nh,1,0,0,453.6666667,0.3,3.9445,3.889, , 
88882,4,nh,1,0,0,332.2758621,0.966666667,3.9445,3.9445, , 
89607,4,nh,1,0,0,325.4444444,0.9,3.277666667,2.722166667, , 
91551,4,nh,1,0,0,260.5714286,0.933333333,3.857285714,3.9445, , 
92038,4,nh,1,0,0,420.2758621,0.966666667,3.777833333,4, , 
92412,4,nh,1,0,0,443.7,1,4,4, , 
92515,4,nh,1,0,0,398.7894737,0.633333333,4,4, , 
92552,4,nh,0,0,0,342.3809524,0.7,3.500166667,3.1334, , 
93485,4,nh,1,0,0,419.2666667,1,3.888833333,3.666666667, , 
94641,4,nh,1,0,0,359.7931034,0.966666667,3.8002,3.666666667, , 
95543,4,nh,0,0,0,363.2,1,3.8335,3.9445, , 
95559,4,nh,1,0,0,351.5,1,3.111166667,3.166833333, , 
96613,4,nh,1,0,0,468.6428571,0.933333333,3.666666667,3.666833333, , 
97448,4,nh,0,0,0,367.7931034,0.966666667,3.889,3.611166667, , 
98462,4,nh,1,0,0,360.76,0.833333333,3.389,3.388833333, , 
99978,4,nh,0,0,0,383.4482759,0.966666667,3.722166667,3.611333333, , 
185,5,lac1,1,1,0,432.2,0.862068966,3,3.38,73,4.055294859
158,5,lac1,0,1,0,391.9310345,1,3.66,2.6,64,2.482534122
209,5,lac1,1,1,0,344.3043478,0.793103448,3.57,3.07,63,2.30778293
102,5,lac1,0,1,1,392.6206897,1,3.61,3.56,61,1.958280544
174,5,lac1,1,1,0,423.4210526,0.655172414,3.21,4,61,1.958280544
184,5,lac1,1,1,0,397.4,0.862068966,3.2,3.36,60,1.783529351
255,5,lac1,1,1,0,348.5925926,0.931034483,3.4,3.19,60,1.783529351
265,5,lac1,1,1,0,422.1111111,0.931034483,3.86,3.28,60,1.783529351
137,5,lac1,1,1,0,308.9655172,1,3.53,2.55,59,1.608778158
279,5,lac1,1,1,0,314.5862069,1,3.61,3.49,59,1.608778158
220,5,lac1,1,1,0,382.1923077,0.896551724,3.82,3.76,58,1.434026965
337,5,lac1,1,1,0,389.7241379,1,3.33,3.74,58,1.434026965
216,5,lac1,1,1,1,360,1,3.16,3.56,57,1.259275772
211,5,lac1,1,1,0,292.1034483,1,3.77,2.78,57,1.259275772
316,5,lac1,0,1,0,446.1304348,0.793103448,3.71,2.83,57,1.259275772
153,5,lac1,1,1,1,439.5517241,1,3.1,3.3,56,1.084524579
130,5,lac1,1,1,0,359.1724138,1,4,3.44,55,0.909773386
303,5,lac1,1,1,0,384.8275862,1,3.17,3.05,55,0.909773386
160,5,lac1,1,1,0,372.25,0.965517241,4,3.82,54,0.735022193
295,5,lac1,1,1,0,402.4166667,0.827586207,3.47,3,54,0.735022193
353,5,lac1,1,1,0,360.862069,1,3.62,3.81,54,0.735022193
181,5,lac1,1,1,0,408.1153846,0.896551724,4,4,53,0.560271
198,5,lac1,0,1,0,371.2758621,1,3.3,2.94,53,0.560271
299,5,lac1,0,1,0,300.375,0.551724138,3.28,1.7,53,0.560271
129,5,lac1,1,1,0,411.3103448,1,4,3.4,52,0.385519807
133,5,lac1,1,1,0,477.9230769,0.896551724,3.48,3.83,52,0.385519807
179,5,lac1,1,1,0,447.6551724,1,3.07,2.43,52,0.385519807
201,5,lac1,0,1,0,444.2857143,0.965517241,3.71,3.79,52,0.385519807
254,5,lac1,1,1,0,443.3793103,1,3.8,4,52,0.385519807
308,5,lac1,1,1,0,401.0769231,0.896551724,3.74,3.39,52,0.385519807
145,5,lac1,1,1,0,406.52,0.862068966,3.72,3.06,51,0.210768614
167,5,lac1,1,1,0,445.9230769,0.896551724,4,4,51,0.210768614
168,5,lac1,1,1,0,406.2758621,1,3.23,3.59,51,0.210768614
223,5,lac1,1,1,0,421.5,0.482758621,3.2,1.69,51,0.210768614
233,5,lac1,1,1,0,362.9411765,0.586206897,2.62,2.46,51,0.210768614
304,5,lac1,1,1,0,362.3928571,0.965517241,3,3.41,51,0.210768614
189,5,lac1,1,1,0,379.4827586,1,4,3.56,50,0.036017421
191,5,lac1,1,1,0,377.8333333,0.827586207,4,4,50,0.036017421
215,5,lac1,1,1,0,424.7241379,1,3.79,4,50,0.036017421
291,5,lac1,1,1,0,433.3043478,0.793103448,1.21,2.32,50,0.036017421
332,5,lac1,1,1,1,359.5,0.827586207,3.4,3.69,49,-0.138733771
104,5,lac1,1,1,0,377.5652174,0.793103448,3.21,3.3,49,-0.138733771
173,5,lac1,1,1,0,400.1851852,0.931034483,2.93,3.06,49,-0.138733771
241,5,lac1,1,1,0,393.5217391,0.793103448,3.81,3.6,49,-0.138733771
349,5,lac1,1,1,0,430.75,0.275862069,3.44,3.61,49,-0.138733771
357,5,lac1,1,1,0,397.8846154,0.896551724,4,4,49,-0.138733771
109,5,lac1,1,1,0,422.8275862,1,3.09,2.6,48,-0.313484964
176,5,lac1,1,1,0,418.44,0.862068966,2.5,2.33,48,-0.313484964
214,5,lac1,1,1,0,477.4285714,0.965517241,4,4,48,-0.313484964
218,5,lac1,1,1,0,442.1071429,0.965517241,4,4,48,-0.313484964
278,5,lac1,1,1,0,266.8333333,0.413793103,2.98,3.56,48,-0.313484964
305,5,lac1,1,1,0,361.4285714,0.965517241,3.52,3.26,48,-0.313484964
306,5,lac1,1,1,0,330.4827586,1,3.56,2.98,48,-0.313484964
200,5,lac1,1,1,0,463.9130435,0.793103448,3.71,3.77,47,-0.488236157
280,5,lac1,1,1,0,352.8125,0.551724138,2.33,3.5,47,-0.488236157
311,5,lac1,1,1,0,378.25,0.965517241,3.21,2.49,46,-0.66298735
346,5,lac1,1,1,0,361.4736842,0.655172414,3.74,3.48,46,-0.66298735
347,5,lac1,1,1,0,445.5862069,1,3.74,3.74,46,-0.66298735
313,5,lac1,1,1,1,378.0769231,0.896551724,3.29,2.47,45,-0.837738543
334,5,lac1,1,1,1,388.8181818,0.75862069,3.21,2.6,45,-0.837738543
338,5,lac1,1,1,1,388.6428571,0.482758621,3.29,2.87,45,-0.837738543
148,5,lac1,1,1,0,324.6296296,0.931034483,2,2.8,45,-0.837738543
180,5,lac1,1,1,0,574.3448276,1,3.49,3.6,45,-0.837738543
202,5,lac1,0,1,0,300.3793103,1,1.95,3,45,-0.837738543
229,5,lac1,1,1,0,367.7916667,0.827586207,3,3.75,45,-0.837738543
266,5,lac1,0,1,0,360.6896552,1,3.07,2.4,45,-0.837738543
284,5,lac1,1,1,0,383.32,0.862068966,3,3.6,45,-0.837738543
287,5,lac1,1,1,0,398.9259259,0.931034483,3.39,3.6,45,-0.837738543
288,5,lac1,1,1,0,460.5185185,0.931034483,3.57,2.6,45,-0.837738543
292,5,lac1,1,1,0,349.3529412,0.586206897,3.39,3.8,45,-0.837738543
302,5,lac1,1,1,0,326.5,0.896551724,3.25,3.4,45,-0.837738543
307,5,lac1,1,1,0,399.8928571,0.965517241,2.67,3.13,45,-0.837738543
333,5,lac1,1,1,0,360.6086957,0.793103448,3.79,4,45,-0.837738543
276,5,lac1,1,1,1,338.2916667,0.827586207,3.43,3.21,43,-1.187240929
119,5,lac1,0,1,0,465.4482759,1,2.7,1.97,43,-1.187240929
136,5,lac1,1,1,0,414.0689655,1,3.23,3.49,43,-1.187240929
300,5,lac1,1,1,0,413.3793103,1,2.96,3.28,42,-1.361992122
341,5,lac1,1,1,0,351.6296296,0.931034483,3.5,3.51,41,-1.536743315
297,5,lac1,1,1,0,335.8571429,0.724137931,3.27,3.03,40,-1.711494508
518,1,lac2,1,1,1,296.95,0.689655172,4,4,53,1.065991594
653,1,lac2,1,1,1,313.8695652,0.793103448,2.98,3.28,50,0.350165843
2,2,uw1,1,1,1,587.6666667,0.214285714,3.321428036,3.833333,18,1.680126039
6,2,uw1,1,1,1,406.8846154,0.928571429,3.426666267,3.476923,13,-0.497815123
